"id","title","release_year","country","duration","language","certification","gross","budget"
4561,"The Purge: Anarchy",2014,"USA",103,"English","R",71519230,9000000
4562,"The Signal",2014,"USA",97,"English","PG-13",,4000000
4563,"The Sisterhood of Night",2014,"USA",104,"English","PG-13",,1000000
4564,"The Skeleton Twins",2014,"USA",93,"English","R",5283379,
4565,"The Sleepwalker",2014,"Norway",91,"English","Not Rated",,1100000
4566,"The Sound and the Shadow",2014,"USA",90,"English","R",,
4567,"The Theory of Everything",2014,"UK",123,"English","PG-13",35887263,15000000
4568,"The Water Diviner",2014,"Australia",111,"English","R",4190530,22500000
4569,"They Came Together",2014,"USA",83,"English","R",,
4570,"Think Like a Man Too",2014,"USA",106,"English","PG-13",65182182,24000000
4571,"This Is Where I Leave You",2014,"USA",103,"English","R",34290142,19800000
4572,"Tiger Orange",2014,"USA",75,"English","Unrated",,100000
4573,"Top Five",2014,"USA",102,"English","R",25277561,12000000
4574,"Top Spin",2014,"USA",80,"English",,5858,150000
4575,"Transcendence",2014,"UK",119,"English","PG-13",23014504,100000000
4576,"Transformers: Age of Extinction",2014,"USA",165,"English","PG-13",245428137,210000000
4577,"Trash",2014,"UK",114,"Portuguese","R",10230,
4578,"Tusk",2014,"USA",102,"English","R",1821983,3000000
4579,"Unbroken",2014,"USA",137,"English","PG-13",115603980,65000000
4580,"Unbroken",2014,"USA",137,"English","PG-13",115603980,65000000
4581,"Unfriended",2014,"USA",83,"English","R",31537320,1000000
4582,"United Passions",2014,"France",110,"English","Not Rated",,24000000
4583,"Unsullied",2014,"USA",93,"English","R",,1500000
4584,"Viy",2014,"Russia",107,"Russian",,,26000000
4585,"When the Game Stands Tall",2014,"USA",115,"English","PG",30127963,15000000
4586,"While We're Young",2014,"USA",97,"English","R",7574066,10000000
4587,"Whiplash",2014,"USA",107,"English","R",13092000,3300000
4588,"Wicked Blood",2014,"USA",92,"English","Not Rated",,3500000
4589,"Wild",2014,"USA",115,"English","R",37877959,15000000
4590,"Winter's Tale",2014,"USA",118,"English","PG-13",22451,60000000
4591,"Wish I Was Here",2014,"USA",106,"English","R",3588432,6000000
4592,"Wolves",2014,"France",91,"English","R",,18000000
4593,"X-Men: Days of Future Past",2014,"USA",149,"English","PG-13",233914986,200000000
4594,"Z Storm",2014,"Hong Kong",92,"Cantonese",,,7000000
4595,"#Horror",2015,"USA",101,"English","Not Rated",,1500000
4596,"10 Days in a Madhouse",2015,"USA",111,"English","R",14616,12000000
4597,"90 Minutes in Heaven",2015,"USA",121,"English","PG-13",4700361,5000000
4598,"A Tale of Three Cities",2015,"China",130,"Chinese",,,12000000
4599,"A Warrior's Tail",2015,"Russia",85,"Russian",,,30000000
4600,"Abandoned",2015,"New Zealand",86,"English",,,
4601,"Accidental Love",2015,"USA",100,"English","PG-13",,26000000
4602,"Adulterers",2015,"USA",91,"English",,,750000
4603,"Aloha",2015,"USA",105,"English","PG-13",20991497,37000000
4604,"Aloha",2015,"USA",105,"English","PG-13",20991497,37000000
4605,"Alvin and the Chipmunks: The Road Chip",2015,"USA",92,"English","PG",85884815,90000000
4606,"America Is Still the Place",2015,"USA",90,"English",,,
4607,"American Hero",2015,"USA",86,"English",,,990000
4608,"Animal Kingdom: Let's go Ape",2015,"France",101,"French",,,
4609,"Anomalisa",2015,"USA",90,"English","R",3442820,8000000
4610,"Ant-Man",2015,"USA",117,"English","PG-13",180191634,130000000
4611,"Antarctic Edge: 70° South",2015,"USA",72,"English",,4914,150000
4612,"Area 51",2015,"USA",91,"English","R",,5000000
4613,"Avengers: Age of Ultron",2015,"USA",141,"English","PG-13",458991599,250000000
4614,"AWOL-72",2015,"USA",82,"English","R",,3000000
4615,"Baahubali: The Beginning",2015,"India",159,"Telugu",,6498000,18026148
4616,"Bizarre",2015,"France",98,"English","Unrated",,500000
4617,"Black Mass",2015,"USA",123,"English","R",62563543,53000000
4618,"Blackhat",2015,"USA",133,"English","R",7097125,70000000
4619,"Bleeding Hearts",2015,"USA",100,"English",,,1200000
4620,"Bridge of Spies",2015,"USA",142,"English","PG-13",72306065,40000000
4621,"Broken Horses",2015,"USA",101,"English","R",,15000000
4622,"Brooklyn",2015,"UK",111,"English","PG-13",38317535,11000000
4623,"Brotherly Love",2015,"USA",89,"English","R",444044,1900000
4624,"Burnt",2015,"USA",101,"English","R",13650738,20000000
4625,"By the Sea",2015,"USA",122,"English","R",531009,10000000
4626,"Captive",2015,"USA",97,"English","PG-13",2557668,2000000
4627,"Censored Voices",2015,"Israel",84,"Hebrew",,34151,450000
4628,"Chain of Command",2015,"USA",88,"English","R",,5000000
4629,"Chappie",2015,"USA",120,"English","R",31569268,49000000
4630,"Checkmate",2015,"USA",97,"English",,,1500000
4631,"Chiamatemi Francesco - Il Papa della gente",2015,"Italy",98,"Spanish",,,15000000
4632,"Child 44",2015,"Czech Republic",137,"English","R",1206135,50000000
4633,"Christmas Eve",2015,"USA",95,"English","PG",,
4634,"Cinderella",2015,"USA",105,"English","PG",201148159,95000000
4635,"Cinderella",2015,"USA",105,"English","PG",201148159,95000000
4636,"Circle",2015,"USA",87,"English","Not Rated",,
4637,"Close Range",2015,"USA",80,"English",,,3000000
4638,"Concussion",2015,"UK",123,"English","PG-13",34531832,35000000
4639,"Containment",2015,"UK",77,"English",,,
4640,"Counting",2015,"USA",111,"English",,,50000
4641,"Courage",2015,"USA",118,"English","PG",2246000,20000000
4642,"Creative Control",2015,"USA",97,"English","R",62480,1000000
4643,"Creed",2015,"USA",133,"English","PG-13",109712885,35000000
4644,"Criminal Activities",2015,"USA",94,"English",,,7000000
4645,"Daddy's Home",2015,"USA",96,"English","PG-13",150315155,50000000
4646,"Dancin' It's On",2015,"USA",89,"English","PG",,12000000
4647,"Danny Collins",2015,"USA",106,"English","R",5348317,10000000
4648,"Demonic",2015,"USA",83,"English","R",,3000000
4649,"Departure",2015,"UK",109,"English",,,1100000
4650,"Diamond Ruff",2015,"USA",82,"English","R",,500000
4651,"Do You Believe?",2015,"USA",120,"English","PG-13",12985267,2300000
4652,"Dope",2015,"USA",103,"English","R",17474107,7000000
4653,"Dragon Blade",2015,"China",103,"Mandarin","R",72413,65000000
4654,"Dutch Kills",2015,"USA",90,"English",,,25000
4655,"Eden",2015,"Spain",90,"English","R",,
4656,"Everest",2015,"UK",121,"English","PG-13",43247140,55000000
4657,"Evolution",2015,"France",81,"French",,,
4658,"Ex Machina",2015,"UK",108,"English","R",25440971,15000000
4659,"Exeter",2015,"USA",91,"English","R",,
4660,"Fantastic Four",2015,"USA",100,"English","PG-13",56114221,120000000
4661,"Fantastic Four",2015,"USA",100,"English","PG-13",56114221,120000000
4662,"Fear Clinic",2015,"USA",95,"English","R",,1000000
4663,"Fifty Shades of Grey",2015,"USA",129,"English","R",166147885,40000000
4664,"Focus",2015,"USA",105,"English","R",53846915,50100000
4665,"Forsaken",2015,"Canada",90,"English","R",,11000000
4666,"Forsaken",2015,"Canada",90,"English","R",,11000000
4667,"Freeheld",2015,"USA",103,"English","PG-13",532988,7000000
4668,"Furious 7",2015,"USA",140,"English","PG-13",350034110,190000000
4669,"Get Hard",2015,"USA",107,"English","R",90353764,40000000
4670,"Goddess of Love",2015,"USA",93,"English",,,
4671,"Goosebumps",2015,"USA",103,"English","PG",80021740,58000000
4672,"Goosebumps",2015,"USA",103,"English","PG",80021740,58000000
4673,"Green Room",2015,"USA",95,"English","R",3219029,5000000
4674,"Growing Up Smith",2015,"USA",102,"English","PG-13",,2000000
4675,"Heist",2015,"USA",93,"English","R",,19000000
4676,"Heist",2015,"USA",93,"English","R",,19000000
4677,"Heroes of Dirt",2015,"USA",98,"English","PG-13",,
4678,"Home",2015,"USA",94,"English","PG",177343675,135000000
4679,"Home",2015,"USA",94,"English","PG",177343675,135000000
4680,"Home",2015,"USA",94,"English","PG",177343675,135000000
4681,"Hot Pursuit",2015,"USA",87,"English","PG-13",34507079,35000000
4682,"Hot Tub Time Machine 2",2015,"USA",99,"English","R",12282677,14000000
4683,"Hotel Transylvania 2",2015,"USA",89,"English","PG",169692572,80000000
4684,"In the Heart of the Sea",2015,"USA",122,"English","PG-13",24985612,100000000
4685,"Inside Out",2015,"USA",95,"English","PG",356454367,175000000
4686,"Insidious: Chapter 3",2015,"Canada",97,"English","PG-13",52200504,10000000
4687,"Insurgent",2015,"USA",119,"English","PG-13",129995817,110000000
4688,"Into the Grizzly Maze",2015,"USA",94,"English","R",,10000000
4689,"Ip Man 3",2015,"Hong Kong",105,"Cantonese","PG-13",2126511,36000000
4690,"Joy",2015,"USA",124,"English","PG-13",56443482,60000000
4691,"Julija in alfa Romeo",2015,"Slovenia",83,"Slovenian",,,500000
4692,"Jupiter Ascending",2015,"USA",127,"English","PG-13",47375327,176000000
4693,"Jurassic World",2015,"USA",124,"English","PG-13",652177271,150000000
4694,"Karachi se Lahore",2015,"Pakistan",,"Urdu",,,1000000
4695,"Krampus",2015,"USA",98,"English","PG-13",42592530,15000000
4696,"Legend",2015,"UK",132,"English","R",1865774,30000000
4697,"Little Boy",2015,"Mexico",106,"English","PG-13",6420319,20000000
4698,"Love the Coopers",2015,"USA",107,"English","PG-13",26284475,17000000
4699,"Mad Max: Fury Road",2015,"Australia",120,"English","R",153629485,150000000
4700,"Maggie",2015,"USA",95,"English","PG-13",131175,8500000
4701,"Magic Mike XXL",2015,"USA",115,"English","R",66009973,14800000
4702,"Max",2015,"USA",111,"English","PG",42652003,20000000
4703,"McFarland, USA",2015,"USA",129,"English","PG",44469602,17000000
4704,"Me You and Five Bucks",2015,"USA",93,"English",,,1500000
4705,"Mi America",2015,"USA",125,"English","R",3330,2100000
4706,"Minions",2015,"USA",91,"English","PG",336029560,74000000
4707,"Mission: Impossible - Rogue Nation",2015,"China",131,"English","PG-13",195000874,150000000
4708,"Mortdecai",2015,"UK",107,"English","R",7605668,60000000
4709,"Navy Seals vs. Zombies",2015,"USA",97,"English",,,
4710,"No Escape",2015,"USA",103,"English","R",27285953,5000000
4711,"Our Brand Is Crisis",2015,"USA",107,"English","R",6998324,28000000
4712,"Pan",2015,"USA",111,"English","PG",34964818,150000000
4713,"Pan",2015,"USA",111,"English","PG",34964818,150000000
4714,"Pan",2015,"USA",111,"English","PG",34964818,150000000
4715,"Paper Towns",2015,"USA",109,"English","PG-13",31990064,12000000
4716,"Paul Blart: Mall Cop 2",2015,"USA",94,"English","PG",71038190,30000000
4717,"Pitch Perfect 2",2015,"USA",115,"English","PG-13",183436380,29000000
4718,"Pixels",2015,"USA",106,"English","PG-13",78747585,88000000
4719,"Point Break",2015,"USA",114,"English","PG-13",28772222,105000000
4720,"Point Break",2015,"USA",114,"English","PG-13",28772222,105000000
4721,"Pound of Flesh",2015,"Canada",104,"English","R",,7500000
4722,"Project Almanac",2015,"USA",106,"English","PG-13",22331028,12000000
4723,"Queen Crab",2015,"USA",80,"English",,,75000
4724,"R.L. Stine's Monsterville: The Cabinet of Souls",2015,"USA",85,"English","PG",,4400000
4725,"Re-Kill",2015,"USA",88,"English","R",,9500000
4726,"Regression",2015,"Spain",106,"English","R",54734,
4727,"Road Hard",2015,"USA",98,"English",,105943,1500000
4728,"Romantic Schemer",2015,"USA",,"English","PG-13",,125000
4729,"Room",2015,"Ireland",118,"English","R",14677654,13000000
4730,"Rotor DR1",2015,"USA",98,"English",,,350000
4731,"Run All Night",2015,"USA",114,"English","R",26442251,50000000
4732,"Running Forever",2015,"USA",88,"English",,,5000000
4733,"San Andreas",2015,"USA",114,"English","PG-13",155181732,110000000
4734,"Sardaar Ji",2015,"Canada",141,"Panjabi",,,3000000
4735,"Secret in Their Eyes",2015,"USA",111,"English","PG-13",,19500000
4736,"Self/less",2015,"USA",117,"English","PG-13",12276810,26000000
4737,"Shark Lake",2015,"USA",92,"English","Not Rated",,2000000
4738,"Sharkskin",2015,"USA",100,"English",,,2100000
4739,"Shooting the Warwicks",2015,"USA",95,"English",,,250000
4740,"Sicario",2015,"USA",121,"English","R",46875468,30000000
4741,"Sinister 2",2015,"USA",97,"English","R",27736779,10000000
4742,"Slow West",2015,"UK",84,"English","R",229094,
4743,"Southpaw",2015,"USA",124,"English","R",52418902,30000000
4744,"Spectre",2015,"UK",148,"English","PG-13",200074175,245000000
4745,"Spotlight",2015,"USA",128,"English","R",44988180,20000000
4746,"Star Wars: Episode VII - The Force Awakens",2015,"USA",136,"English","PG-13",936627416,245000000
4747,"Steve Jobs",2015,"UK",122,"English","R",17750583,30000000
4748,"Stonewall",2015,"USA",129,"English","R",186354,13500000
4749,"Straight Outta Compton",2015,"USA",167,"English","R",161029270,28000000
4750,"Strangerland",2015,"Australia",112,"English","R",,10000000
4751,"Stung",2015,"Germany",87,"English","Not Rated",,2500000
4752,"Subconscious",2015,"USA",122,"English","R",,
4753,"Survivor",2015,"USA",96,"English","PG-13",,20000000
4754,"Ted 2",2015,"USA",125,"English","R",81257500,68000000
4755,"Teeth and Blood",2015,"USA",96,"English",,,300000
4756,"Terminator Genisys",2015,"USA",126,"English","PG-13",89732035,155000000
4757,"The 33",2015,"Chile",127,"English","PG-13",12188642,26000000
4758,"The Age of Adaline",2015,"USA",112,"English","PG-13",42478175,25000000
4759,"The Assassin",2015,"Taiwan",105,"Mandarin","Not Rated",613556,15000000
4760,"The Big Short",2015,"USA",130,"English","R",70235322,28000000
4761,"The Boy Next Door",2015,"USA",91,"English","R",35385560,4000000
4762,"The Curse of Downers Grove",2015,"USA",89,"English",,,2000000
4763,"The Diary of a Teenage Girl",2015,"USA",102,"English","R",1477002,2000000
4764,"The DUFF",2015,"USA",101,"English","PG-13",34017854,8500000
4765,"The Gallows",2015,"USA",81,"English","R",22757819,100000
4766,"The Gift",2015,"USA",108,"English","R",43771291,5000000
4767,"The Gift",2015,"USA",108,"English","R",43771291,5000000
4768,"The Good Dinosaur",2015,"USA",93,"English","PG",123070338,
4769,"The Gunman",2015,"USA",115,"English","R",10640645,40000000
4770,"The Hateful Eight",2015,"USA",187,"English","R",54116191,44000000
4771,"The Horror Network Vol. 1",2015,"USA",97,"English",,,3000000
4772,"The Hunger Games: Mockingjay - Part 2",2015,"USA",137,"English","PG-13",281666058,160000000
4773,"The Intern",2015,"USA",121,"English","PG-13",75274748,35000000
4774,"The Last Witch Hunter",2015,"USA",106,"English","PG-13",27356090,90000000
4775,"The Lazarus Effect",2015,"USA",83,"English","PG-13",25799043,3300000
4776,"The Little Prince",2015,"France",108,"English","PG",1339152,81200000
4777,"The Longest Ride",2015,"USA",128,"English","PG-13",37432299,34000000
4778,"The Looking Glass",2015,"USA",110,"English",,1711,
4779,"The Lovers",2015,"Belgium",109,"English","R",,
4780,"The Lovers",2015,"Belgium",109,"English","R",,
4781,"The Man from U.N.C.L.E.",2015,"USA",116,"English","PG-13",45434443,75000000
4782,"The Marine 4: Moving Target",2015,"USA",90,"English","R",,1950000
4783,"The Martian",2015,"USA",151,"English","PG-13",228430993,108000000
4784,"The Peanuts Movie",2015,"USA",88,"English","G",130174897,99000000
4785,"The Revenant",2015,"USA",156,"English","R",183635922,135000000
4786,"The Rise of the Krays",2015,"UK",110,"English","R",,2500000
4787,"The Scorch Trials",2015,"USA",132,"English","PG-13",81687587,61000000
4788,"The Second Best Exotic Marigold Hotel",2015,"UK",122,"English","PG",33071558,10000000
4789,"The Second Mother",2015,"Brazil",112,"Portuguese","R",375723,4000000
4790,"The SpongeBob Movie: Sponge Out of Water",2015,"USA",92,"English","PG",162495848,74000000
4791,"The Timber",2015,"USA",81,"English",,,2100000
4792,"The Transporter Refueled",2015,"France",96,"English","PG-13",16027866,25000000
4793,"The Vatican Tapes",2015,"USA",91,"English","PG-13",1712111,8495000
4794,"The Visit",2015,"USA",94,"English","PG-13",65069140,5000000
4795,"The Walk",2015,"USA",123,"English","PG",10137502,35000000
4796,"The Walking Deceased",2015,"USA",88,"English","R",,1250000
4797,"The Wicked Within",2015,"USA",84,"English","R",,1200000
4798,"The Witch",2015,"USA",92,"English","R",25138292,3500000
4799,"The World Is Mine",2015,"Romania",104,"Romanian",,,168000
4800,"They Will Have to Kill Us First",2015,"UK",105,"French",,,400000
4801,"Time to Choose",2015,"USA",100,"English",,29233,3500000
4802,"To Be Frank, Sinatra at 100",2015,"UK",81,"English",,,2000000
4803,"Tomorrowland",2015,"USA",130,"English","PG",93417865,190000000
4804,"Top Cat Begins",2015,"Mexico",89,"Spanish","PG",,8000000
4805,"Trainwreck",2015,"Japan",129,"English","R",110008260,35000000
4806,"Unfinished Business",2015,"USA",91,"English","R",10214013,35000000
4807,"Unnatural",2015,"USA",89,"English","R",,3000000
4808,"Vaalu",2015,"India",155,"Tamil",,,150000000
4809,"Vacation",2015,"USA",99,"English","R",58879132,31000000
4810,"Victor Frankenstein",2015,"USA",110,"English","PG-13",5773519,40000000
4811,"Victor Frankenstein",2015,"USA",110,"English","PG-13",5773519,40000000
4812,"Victor Frankenstein",2015,"USA",110,"English","PG-13",5773519,40000000
4813,"Walter",2015,"USA",94,"English",,,700000
4814,"We Are Your Friends",2015,"UK",96,"English","R",3590010,2000000
4815,"Western Religion",2015,"USA",105,"English",,,250000
4816,"Wild Card",2015,"USA",92,"English","R",,30000000
4817,"Wind Walkers",2015,"USA",93,"English","R",,2000000
4818,"Windsor Drive",2015,"USA",90,"English",,,100000
4819,"Woman in Gold",2015,"UK",109,"English","PG-13",33305037,11000000
4820,"Zipper",2015,"USA",103,"English","R",,4500000
4821,"10 Cloverfield Lane",2016,"USA",104,"English","PG-13",71897215,15000000
4822,"13 Hours",2016,"USA",144,"English","R",52822418,50000000
4823,"A Beginner's Guide to Snuff",2016,"USA",87,"English",,,
4824,"Airlift",2016,"India",130,"Hindi",,,4400000
4825,"Alice Through the Looking Glass",2016,"USA",113,"English","PG",76846624,170000000
4826,"Allegiant",2016,"USA",120,"English","PG-13",66002193,110000000
4827,"Alleluia! The Devil's Carnival",2016,"USA",97,"English",,,500000
4828,"Antibirth",2016,"USA",94,"English",,,3500000
